common_name,species_name,alpha_code,genus,species,gbif_key,t_phylum,t_class,t_order,t_family,grouping,ndow_code
California mountain kingsnake,Lampropeltis zonata,,Lampropeltis,zonata,5224449,Chordata,Reptilia,Squamata,Colubridae,snake,535
Clark spiny lizard,Sceloporus clarkii,,Sceloporus,clarkii,2451192,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1019
coachwhip,Coluber flagellum,,Coluber,flagellum,4287637,Chordata,Reptilia,Squamata,Colubridae,snake,255
coachwhip/racer/whipsnake (unknown),Masticophis sp.,,Masticophis,sp.,2452132,Chordata,Reptilia,Squamata,Colubridae,snake,603
Colorado River tree lizard,Urosaurus ornatus symmetricus,,Urosaurus,ornatus,6159884,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1193
common gartersnake,Thamnophis sirtalis,,Thamnophis,sirtalis,2457522,Chordata,Reptilia,Squamata,Colubridae,snake,1138
common sagebrush lizard,Sceloporus graciosus,,Sceloporus,graciosus,2451223,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1020
common side-blotched lizard,Uta stansburiana,,Uta,stansburiana,2451029,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1197
desert banded gecko,Coleonyx variegatus variegatus,,Coleonyx,variegatus,7061954,Chordata,Reptilia,Squamata,Eublepharidae,lizard,252
desert glossy snake,Arizona elegans eburnata,,Arizona,elegans,5223743,Chordata,Reptilia,Squamata,Colubridae,snake,68
desert horned lizard,Phrynosoma platyrhinos,,Phrynosoma,platyrhinos,5222442,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,791
desert night lizard,Xantusia vigilis,,Xantusia,vigilis,2451726,Chordata,Reptilia,Squamata,Xantusiidae,lizard,1239
desert spiny lizard,Sceloporus magister,,Sceloporus,magister,2451393,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1022
desert striped whipsnake,Coluber taeniatus taeniatus,,Coluber,taeniatus,8908253,Chordata,Reptilia,Squamata,Colubridae,snake,258
Dumerils boa constrictor,Boa dumerili,,Boa,dumerili,2465138,Chordata,Reptilia,Squamata,Boidae,snake,91
eastern collared lizard,Crotaphytus collaris,,Crotaphytus,collaris,9098006,Chordata,Reptilia,Squamata,Crotaphytidae,lizard,301
eastern fence lizard,Sceloporus undulatus,,Sceloporus,undulatus,2451143,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1026
eastern wormsnake,Carphophis amoenus,,Carphophis,amoenus,2457092,Chordata,Reptilia,Squamata,Colubridae,snake,175
gartersnake (unknown),Thamnophis sp.,,Thamnophis,sp.,2457825,Chordata,Reptilia,Squamata,Colubridae,snake,1140
Gilberts skink,Plestiodon gilberti,,Plestiodon,gilberti,5789627,Chordata,Reptilia,Squamata,Scincidae,lizard,839
glossy snake,Arizona elegans,,Arizona,elegans,5223735,Chordata,Reptilia,Squamata,Colubridae,snake,66
gophersnake,Pituophis catenifer,,Pituophis,catenifer,2453826,Chordata,Reptilia,Squamata,Colubridae,snake,827
Great Basin collared lizard,Crotaphytus bicinctores,,Crotaphytus,bicinctores,2470618,Chordata,Reptilia,Squamata,Crotaphytidae,lizard,300
Great Basin fence lizard,Sceloporus occidentalis longipes,,Sceloporus,occidentalis,6159807,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1024
Great Basin gophersnake,Pituophis catenifer deserticola,,Pituophis,catenifer,6162142,Chordata,Reptilia,Squamata,Colubridae,snake,828
Great Basin rattlesnake,Crotalus oreganus lutosus,,Crotalus,oreganus,6157433,Chordata,Reptilia,Squamata,Viperidae,snake,295
Great Basin skink,Plestiodon skiltonianus utahensis,,Plestiodon,skiltonianus,8721941,Chordata,Reptilia,Squamata,Scincidae,lizard,843
Great Basin whiptail,Aspidoscelis tigris tigris,,Aspidoscelis,tigris,6158623,Chordata,Reptilia,Squamata,Teiidae,lizard,74
greater short-horned lizard,Phrynosoma hernandesi,,Phrynosoma,hernandesi,5222456,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,790
long-nosed leopard lizard,Gambelia wislizenii,,Gambelia,wislizenii,8613410,Chordata,Reptilia,Squamata,Crotaphytidae,lizard,435
long-nosed snake,Rhinocheilus lecontei,,Rhinocheilus,lecontei,2456330,Chordata,Reptilia,Squamata,Colubridae,snake,994
Mediterranean gecko,Hemidactylus turcicus,,Hemidactylus,turcicus,5221528,Chordata,Reptilia,Squamata,Gekkonidae,lizard,497
Mexican gartersnake,Thamnophis eques,,Thamnophis,eques,2457655,Chordata,Reptilia,Squamata,Colubridae,snake,1137
Mojave Desert sidewinder,Crotalus cerastes cerastes,,Crotalus,cerastes,7190312,Chordata,Reptilia,Squamata,Viperidae,snake,291
Mojave glossy snake,Arizona elegans candida,,Arizona,elegans,5223747,Chordata,Reptilia,Squamata,Colubridae,snake,67
Mojave patch-nosed snake,Salvadora hexalepis mojavensis,,Salvadora,hexalepis,5224362,Chordata,Reptilia,Squamata,Colubridae,snake,1007
Mojave rattlesnake,Crotalus scutulatus,,Crotalus,scutulatus,2444480,Chordata,Reptilia,Squamata,Viperidae,snake,296
Mojave shovel-nosed snake,Chionactis occipitalis occipitalis,,Chionactis,occipitalis,7190574,Chordata,Reptilia,Squamata,Colubridae,snake,229
mountain gartersnake,Thamnophis elegans elegans,,Thamnophis,elegans,7061660,Chordata,Reptilia,Squamata,Colubridae,snake,1135
Nevada shovel-nosed snake,Chionactis occipitalis talpina,,Chionactis,occipitalis,6162176,Chordata,Reptilia,Squamata,Colubridae,snake,230
Nevada side-blotched lizard,Uta stansburiana nevadensis,,Uta,stansburiana,6159928,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1198
North American racer,Coluber constrictor,,Coluber,constrictor,6161776,Chordata,Reptilia,Squamata,Colubridae,snake,253
northern desert nightsnake,Hypsiglena chlorophaea deserticola,,Hypsiglena,chlorophaea,8928183,Chordata,Reptilia,Squamata,Colubridae,snake,508
northern alligator lizard,Elgaria coerulea,,Elgaria,coerulea,2468254,Chordata,Reptilia,Squamata,Anguidae,snake,369
northern desert horned lizard,Phrynosoma platyrhinos platyrhinos,,Phrynosoma,platyrhinos,7061473,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,793
northern Mojave rattlesnake,Crotalus scutulatus scutulatus,,Crotalus,scutulatus,7061886,Chordata,Reptilia,Squamata,Viperidae,snake,297
northern sagebrush lizard,Sceloporus graciosus graciosus,,Sceloporus,graciosus,6159848,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1021
northern zebra-tailed lizard,Callisaurus draconoides myurus,,Callisaurus,draconoides,6159934,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,155
ornate tree lizard,Urosaurus ornatus,,Urosaurus,ornatus,8538855,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1192
Panamint alligator lizard,Elgaria panamintina,,Elgaria,panamintina,2468282,Chordata,Reptilia,Squamata,Anguidae,snake,374
Panamint rattlesnake,Crotalus stephensi,,Crotalus,stephensi,7916212,Chordata,Reptilia,Squamata,Viperidae,snake,299
plateau fence lizard,Sceloporus tristichus,,Sceloporus,tristichus,4287358,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1025
rattlesnake (unknown),Crotalus sp.,,Crotalus,sp.,2444354,Chordata,Reptilia,Squamata,Viperidae,snake,298
red racer,Coluber flagellum piceus,,Coluber,flagellum,8724746,Chordata,Reptilia,Squamata,Colubridae,snake,256
regal ring-necked snake,Diadophis punctatus regalis,,Diadophis,punctatus,6161401,Chordata,Reptilia,Squamata,Colubridae,snake,344
San Diego alligator lizard,Elgaria multicarinata webbii,,Elgaria,multicarinata,6160608,Chordata,Reptilia,Squamata,Anguidae,snake,373
Skiltons skink,Plestiodon skiltonianus skiltonianus,,Plestiodon,skiltonianus,8943208,Chordata,Reptilia,Squamata,Scincidae,lizard,842
Smiths black-headed snake,Tantilla hobartsmithi,,Tantilla,hobartsmithi,2456394,Chordata,Reptilia,Squamata,Colubridae,snake,1127
Sonoran lyre snake,Trimorphodon biscutatus lambda,,Trimorphodon,biscutatus,6161266,Chordata,Reptilia,Squamata,Colubridae,snake,1159
Sonoran shovel-nosed snake,Chionactis palarostris,,Chionactis,palarostris,2457400,Chordata,Reptilia,Squamata,Colubridae,snake,231
southern alligator lizard,Elgaria multicarinata,,Elgaria,multicarinata,2468262,Chordata,Reptilia,Squamata,Anguidae,snake,372
southern desert horned lizard,Phrynosoma platyrhinos calidiarum,,Phrynosoma,platyrhinos,5222446,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,792
southwestern speckled rattlesnake,Crotalus mitchellii pyrrhus,,Crotalus,mitchellii,2444387,Chordata,Reptilia,Squamata,Viperidae,snake,293
speckled rattlesnake,Crotalus mitchellii,,Crotalus,mitchellii,2444383,Chordata,Reptilia,Squamata,Viperidae,snake,292
spotted leaf-nosed snake,Phyllorhynchus decurtatus,,Phyllorhynchus,decurtatus,2452649,Chordata,Reptilia,Squamata,Colubridae,snake,794
striped whipsnake,Coluber taeniatus,,Coluber,taeniatus,8404655,Chordata,Reptilia,Squamata,Colubridae,snake,257
terrestrial gartersnake,Thamnophis elegans,,Thamnophis,elegans,2457545,Chordata,Reptilia,Squamata,Colubridae,snake,1134
tiger whiptail,Aspidoscelis tigris,,Aspidoscelis,tigris,8913064,Chordata,Reptilia,Squamata,Teiidae,lizard,73
Utah banded gecko,Coleonyx variegatus utahensis,,Coleonyx,variegatus,6157717,Chordata,Reptilia,Squamata,Eublepharidae,lizard,251
Utah mountain kingsnake,Lampropeltis pyromelana infralabialis,,Lampropeltis,pyromelana,5224459,Chordata,Reptilia,Squamata,Colubridae,snake,534
valley gartersnake,Thamnophis sirtalis fitchi,,Thamnophis,sirtalis,6161471,Chordata,Reptilia,Squamata,Colubridae,snake,1139
variable groundsnake,Sonora semiannulata semiannulata,,Sonora,semiannulata,4287819,Chordata,Reptilia,Squamata,Colubridae,snake,1048
wandering gartersnake,Thamnophis elegans vagrans,,Thamnophis,elegans,6161479,Chordata,Reptilia,Squamata,Colubridae,snake,1136
western banded gecko,Coleonyx variegatus,,Coleonyx,variegatus,2447244,Chordata,Reptilia,Squamata,Eublepharidae,lizard,250
western black-headed snake,Tantilla planiceps,,Tantilla,planiceps,2456418,Chordata,Reptilia,Squamata,Colubridae,snake,1128
western diamond-backed rattlesnake,Crotalus atrox,,Crotalus,atrox,2444356,Chordata,Reptilia,Squamata,Viperidae,snake,289
western fence lizard,Sceloporus occidentalis,,Sceloporus,occidentalis,2451234,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1023
western glossy snake,Arizona occidentalis,,Arizona,occidentalis,7813748,Chordata,Reptilia,Squamata,Colubridae,snake,69
western groundsnake,Sonora semiannulata,,Sonora,semiannulata,2453084,Chordata,Reptilia,Squamata,Colubridae,snake,1047
western long-tailed brush lizard,Urosaurus graciosus graciosus,,Urosaurus,graciosus,7061470,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1191
western lyre snake,Trimorphodon biscutatus,,Trimorphodon,biscutatus,2455922,Chordata,Reptilia,Squamata,Colubridae,snake,1158
western patch-nosed snake,Salvadora hexalepis,,Salvadora,hexalepis,5224357,Chordata,Reptilia,Squamata,Colubridae,snake,1006
western rattlesnake,Crotalus oreganus,,Crotalus,oreganus,2444446,Chordata,Reptilia,Squamata,Viperidae,snake,294
western shovel-nosed snake,Chionactis occipitalis,,Chionactis,occipitalis,2457404,Chordata,Reptilia,Squamata,Colubridae,snake,228
western skink,Plestiodon skiltonianus,,Plestiodon,skiltonianus,5960558,Chordata,Reptilia,Squamata,Scincidae,lizard,841
western threadsnake,Leptotyphlops humilis,,Leptotyphlops,humilis,2448527,Chordata,Reptilia,Squamata,Leptotyphlopidae,lizard,575
western yellow-bellied racer,Coluber constrictor mormon,,Coluber,constrictor,7492692,Chordata,Reptilia,Squamata,Colubridae,snake,254
yellow-backed spiny lizard,Sceloporus uniformis,,Sceloporus,uniformis,8322819,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1027
zebra-tailed lizard,Callisaurus draconoides,,Callisaurus,draconoides,2451459,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,154
collard lizard (unknown),Crotaphytus sp.,,Crotaphytus,sp.,2470634,Chordata,Reptilia,Squamata,Crotaphytidae,lizard,1286
horned lizard (unknown),Phrynosoma sp.,,Phrynosoma,sp.,2451046,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,1287
northern rubber boa,Charina bottae,,Charina,bottae,5225695,Chordata,Reptilia,Squamata,Boidae,snake,221
ring-necked snake,Diadophis punctatus,,Diadophis,punctatus,8763701,Chordata,Reptilia,Squamata,Colubridae,snake,343
northern desert iguana,Dipsosaurus dorsalis dorsalis,,Dipsosaurus,dorsalis,7061486,Chordata,Reptilia,Squamata,Iguanidae,lizard,353
western red-tailed skink,Plestiodon gilberti rubricaudatus,,Plestiodon,gilberti,8717244,Chordata,Reptilia,Squamata,Scincidae,lizard,840
common chuckwalla,Sauromalus ater,,Sauromalus,ater,2459705,Chordata,Reptilia,Squamata,Iguanidae,lizard,1014
pygmy short-horned lizard,Phrynosoma douglasii,,Phrynosoma,douglasii,5222469,Chordata,Reptilia,Squamata,Phrynosomatidae,lizard,789
Sierra gartersnake,Thamnophis couchii,,Thamnophis,couchii,2457544,Chordata,Reptilia,Squamata,Colubridae,snake,1133
Sierra alligator lizard,Elgaria coerulea palmeri,,Elgaria,coerulea,6160593,Chordata,Reptilia,Squamata,Anguidae,snake,370
banded Gila monster,Heloderma suspectum cinctum,,Heloderma,suspectum,6159023,Chordata,Reptilia,Squamata,Helodermatidae,lizard,496
Sonoran mountain kingsnake,Lampropeltis pyromelana,,Lampropeltis,pyromelana,9089978,Chordata,Reptilia,Squamata,Colubridae,snake,533
Shasta alligator lizard,Elgaria coerulea shastensis,,Elgaria,coerulea,6160595,Chordata,Reptilia,Squamata,Anguidae,snake,371
rosy boa,Lichanura trivirgata,,Lichanura,trivirgata,2465153,Chordata,Reptilia,Squamata,Boidae,snake,222
eastern snapping turtle,Chelydra serpentina serpentina,,Chelydra,serpentina,2441905,Chordata,Reptilia,Testudines,Chelydridae,turtle,225
mud turtle,Kinosternon sonoriense,,Kinosternon,sonoriense,2442413,Chordata,Reptilia,Testudines,Kinosternidae,turtle,529
painted turtle,Chrysemys picta,,Chrysemys,picta,2443133,Chordata,Reptilia,Testudines,Emydidae,turtle,238
redbelly turtle,Pseudemys rubriventris,,Pseudemys,rubriventris,9158437,Chordata,Reptilia,Testudines,Emydidae,turtle,878
snapping turtle,Chelydra serpentina,,Chelydra,serpentina,2441905,Chordata,Reptilia,Testudines,Chelydridae,turtle,224
Sonoran mud turtle,Kinosternon sonoriense sonoriense,,Kinosternon,sonoriense,7062186,Chordata,Reptilia,Testudines,Kinosternidae,turtle,530
spiny softshell,Apalone spinifera,,Apalone,spinifera,2442680,Chordata,Reptilia,Testudines,Trionychidae,turtle,53
Texas spiny softshell,Apalone spinifera emoryi,,Apalone,spinifera,6156734,Chordata,Reptilia,Testudines,Trionychidae,turtle,54
western box turtle,Terrapene ornata,,Terrapene,ornata,2443168,Chordata,Reptilia,Testudines,Emydidae,turtle,1130
western pond turtle,Actinemys marmorata,,Actinemys,marmorata,2442896,Chordata,Reptilia,Testudines,Emydidae,turtle,5
western spiny softshell,Apalone spinifera hartwegi,,Apalone,spinifera,6156725,Chordata,Reptilia,Testudines,Trionychidae,turtle,55
desert tortoise,Gopherus agassizii,,Gopherus,agassizii,2441814,Chordata,Reptilia,Testudines,Testudinidae,turtle,476
American bittern,Botaurus lentiginosus,,Botaurus,lentiginosus,2480911,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,96
black-crowned night-heron,Nycticorax nycticorax,,Nycticorax,nycticorax,2480863,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,695
brown pelican,Pelecanus occidentalis,,Pelecanus,occidentalis,5229158,Chordata,Aves,Pelecaniformes,Pelecanidae,seabird,760
cattle egret,Bubulcus ibis,,Bubulcus,ibis,2480830,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,107
glossy ibis,Plegadis falcinellus,,Plegadis,falcinellus,2480773,Chordata,Aves,Pelecaniformes,Threskiornithidae,seabird,838
great blue heron,Ardea herodias,,Ardea,herodias,2480935,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,64
great egret,Ardea alba,,Ardea,alba,7913436,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,63
green heron,Butorides virescens,,Butorides,virescens,2480819,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,132
little blue heron,Egretta caerulea,,Egretta,caerulea,2480894,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,363
reddish egret,Egretta rufescens,,Egretta,rufescens,2480888,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,364
roseate spoonbill,Platalea ajaja,,Platalea,ajaja,2480803,Chordata,Aves,Pelecaniformes,Threskiornithidae,seabird,835
snowy egret,Egretta thula,,Egretta,thula,2480873,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,365
tricolored heron,Egretta tricolor,,Egretta,tricolor,2480881,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,366
yellow-crowned night-heron,Nyctanassa violacea,,Nyctanassa,violacea,2480953,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,693
western least bittern,Ixobrychus exilis hesperis,,Ixobrychus,exilis,6178091,Chordata,Aves,Pelecaniformes,Ardeidae,seabird,519
American white pelican,Pelecanus erythrorhynchos,,Pelecanus,erythrorhynchos,5229155,Chordata,Aves,Pelecaniformes,Pelecanidae,seabird,759
white-faced ibis,Plegadis chihi,,Plegadis,chihi,2480775,Chordata,Aves,Pelecaniformes,Threskiornithidae,seabird,837
least storm-petrel,Oceanodroma microsoma,,Oceanodroma,microsoma,2481999,Chordata,Aves,Procellariiformes,Hydrobatidae,seabird,697
blue-footed booby,Sula nebouxii,,Sula,nebouxii,2480978,Chordata,Aves,Suliformes,Sulidae,seabird,1113
brown booby,Sula leucogaster,,Sula,leucogaster,2480975,Chordata,Aves,Suliformes,Sulidae,seabird,1112
double-crested cormorant,Phalacrocorax auritus,,Phalacrocorax,auritus,2481875,Chordata,Aves,Suliformes,Phalacrocoracidae,seabird,778
magnificent frigatebird,Fregata magnificens,,Fregata,magnificens,2480189,Chordata,Aves,Suliformes,Fregatidae,seabird,427
neotropic cormorant,Phalacrocorax brasilianus,,Phalacrocorax,brasilianus,2481868,Chordata,Aves,Suliformes,Phalacrocoracidae,seabird,779
American badger,Taxidea taxus,,Taxidea,taxus,2434102,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,1129
American mink,Neovison vison,,Neovison,vison,2433652,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,687
ermine,Mustela erminea,,Mustela,erminea,5219019,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,648
long-tailed weasel,Mustela frenata,,Mustela,frenata,5218919,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,649
North American river otter,Lontra canadensis,,Lontra,canadensis,2433727,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,588
raccoon,Procyon lotor,,Procyon,lotor,5218786,Chordata,Mammalia,Carnivora,Procyonidae,musteloid,870
ringtail,Bassariscus astutus,,Bassariscus,astutus,2433557,Chordata,Mammalia,Carnivora,Procyonidae,musteloid,88
striped skunk,Mephitis mephitis,,Mephitis,mephitis,5219380,Chordata,Mammalia,Carnivora,Mephitidae,musteloid,618
weasel (unknown),Mustela sp.,,Mustela,sp.,2433922,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,650
western spotted skunk,Spilogale gracilis,,Spilogale,gracilis,2434835,Chordata,Mammalia,Carnivora,Mephitidae,musteloid,1076
southwestern river otter,Lontra canadensis sonora,,Lontra,canadensis,6163978,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,590
wolverine,Gulo gulo,,Gulo,gulo,5219073,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,481
American marten,Martes americana,,Martes,americana,5218864,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,602
northern river otter,Lontra canadensis pacifica,,Lontra,canadensis,6163976,Chordata,Mammalia,Carnivora,Mustelidae,musteloid,589
band-tailed pigeon,Patagioenas fasciata,,Patagioenas,fasciata,2495266,Chordata,Aves,Columbiformes,Columbidae,upland,756
common ground-dove,Columbina passerina,,Columbina,passerina,2495869,Chordata,Aves,Columbiformes,Columbidae,upland,262
Eurasian collared-dove,Streptopelia decaocto,,Streptopelia,decaocto,2495696,Chordata,Aves,Columbiformes,Columbidae,upland,1101
Inca dove,Columbina inca,,Columbina,inca,2495863,Chordata,Aves,Columbiformes,Columbidae,upland,261
mourning dove,Zenaida macroura,,Zenaida,macroura,2495347,Chordata,Aves,Columbiformes,Columbidae,upland,1246
pigeon (unknown),Columba sp.,,Columba,sp.,2495404,Chordata,Aves,Columbiformes,Columbidae,upland,260
rock dove,Columba livia,,Columba,livia,2495414,Chordata,Aves,Columbiformes,Columbidae,upland,259
ruddy ground-dove,Columbina talpacoti,,Columbina,talpacoti,2495858,Chordata,Aves,Columbiformes,Columbidae,upland,263
white-winged dove,Zenaida asiatica,,Zenaida,asiatica,2495370,Chordata,Aves,Columbiformes,Columbidae,upland,1245
greater roadrunner,Geococcyx californianus,,Geococcyx,californianus,2496459,Chordata,Aves,Cuculiformes,Cuculidae,upland,443
groove-billed ani,Crotophaga sulcirostris,,Crotophaga,sulcirostris,2496211,Chordata,Aves,Cuculiformes,Cuculidae,upland,302
western yellow-billed cuckoo,Coccyzus americanus occidentalis,,Coccyzus,americanus,6170319,Chordata,Aves,Cuculiformes,Cuculidae,upland,246
dusky grouse,Dendragapus obscurus,,Dendragapus,obscurus,2473588,Chordata,Aves,Galliformes,Phasianidae,upland,318
California quail,Callipepla californica,,Callipepla,californica,5228080,Chordata,Aves,Galliformes,Odontophoridae,upland,151
chukar,Alectoris chukar,,Alectoris,chukar,2474029,Chordata,Aves,Galliformes,Phasianidae,upland,18
common peafowl,Pavo cristatus,,Pavo,cristatus,2473603,Chordata,Aves,Galliformes,Phasianidae,upland,757
Gambels quail,Callipepla gambelii,,Callipepla,gambelii,5228072,Chordata,Aves,Galliformes,Odontophoridae,upland,152
gray partridge,Perdix perdix,,Perdix,perdix,2473958,Chordata,Aves,Galliformes,Phasianidae,upland,763
Himalayan snowcock,Tetraogallus himalayensis,,Tetraogallus,himalayensis,2473455,Chordata,Aves,Galliformes,Phasianidae,upland,1131
ring-necked pheasant,Phasianus colchicus,,Phasianus,colchicus,2473744,Chordata,Aves,Galliformes,Phasianidae,upland,784
ruffed grouse,Bonasa umbellus,,Bonasa,umbellus,2473702,Chordata,Aves,Galliformes,Phasianidae,upland,94
scaled quail,Callipepla squamata,,Callipepla,squamata,5228075,Chordata,Aves,Galliformes,Odontophoridae,upland,153
wild turkey,Meleagris gallopavo,,Meleagris,gallopavo,2473551,Chordata,Aves,Galliformes,Phasianidae,upland,614
sooty grouse,Dendragapus fuliginosus,,Dendragapus,fuliginosus,7340146,Chordata,Aves,Galliformes,Phasianidae,upland,1269
Columbian sharp-tailed grouse,Tympanuchus phasianellus columbianus,,Tympanuchus,phasianellus,6180028,Chordata,Aves,Galliformes,Phasianidae,upland,1181
mountain quail,Oreortyx pictus,,Oreortyx,pictus,2474320,Chordata,Aves,Galliformes,Odontophoridae,upland,729
greater sage-grouse,Centrocercus urophasianus,,Centrocercus,urophasianus,5959240,Chordata,Aves,Galliformes,Phasianidae,upland,205
